AppProtobuf Result
Number of Iterations , 5
Mini seconds elapsed , 796
CommittedVirtualMemorySize , 239280128
FreePhysicalMemorySize , 5360676864
FreeSwapSpaceSize , 13439451136
ProcessCpuLoad , -1.0
ProcessCpuTime , 578125000
SystemCpuLoad , 0.5110250167425034
TotalPhysicalMemorySize , 8398577664
TotalSwapSpaceSize , 16988512256
